,recipe_id,step,description
10044,6912,4,Add the sprouts and potatoes and mix well. Keep aside.  
10045,6913,1,"Heat the oil in a non-stick pan, add the onions and sauté till the onions turn translucent.  "
10046,6913,2,"Add the ginger-garlic paste, green chilli and sauté for another 1 minute.   "
10047,6913,3,"Add the pav bhaji masala, coriander-cumin seed powder, turmeric powder, black salt, tomatoes and salt and cook for 5 minutes."
10048,6913,4,Add the sprouts and potatoes and mix well. Keep aside.   
10049,6914,1,"Place one whole wheat bread slice on a flat, dry surface and spread a portion of the sprouts mixture evenly over it."
10050,6914,2,Top it with 2 onion slices and sandwich using another slice of whole wheat bread.
10051,6914,3,Pre-heat the griller and grill the sandwich using ½ tsp of low-fat butter till the sandwich turns crisp and brown in colour from both the sides.
10052,6914,4,Repeat steps 1 to 3 to make 3 more sandwiches.
10053,6914,5,Serve immediately.
10054,6922,1,"Put the green peas, sweet corn kernels and french beans in a microwave safe bowl, sprinkle 3 tbsp of water over it and microwave on high for 5 minutes. Keep aside."
10055,6922,2,Put the oil in a microwave safe bowl and microwave on high for 10 seconds.
10056,6922,3,"Add the garlic, mix well and microwave on high for 30 seconds."
10057,6922,4,"Add the green peas, sweet corn kernels, french beans, scooped out potatoes, chilli powder and salt, mix well and microwave on high for 1 minute. Keep aside."
10058,6927,1,"Clean and cut the tomatoes in 2 halves, place them in a big-sized microwave-safe bowl along with ¼ cup of water and microwave on high for 5 minutes."
10059,6927,2,"Remove from the microwave and de-skin the tomatoes, making sure that you do not discard the water separated from the tomatoes."
10060,6927,3,Place the de-skinned tomatoes in the same microwave-safe bowl and mash them using the back of a spoon.
10061,6927,4,"Add the prepared masala powder and all the remaining ingredients, mix well and microwave on high for 2 minutes."
10062,6927,5,Add 2 cups of hot boiling water and blend using a hand blender till the tomatoes are lightly crushed.
10063,6927,6,Serve immediately garnished with coriander.
10064,6929,1,"Pierce a fork through the red capsicum, brush the oil evenly over it and roast it on a slow flame till it turns black in colour from all the sides."
10065,6929,2,"Immerse the capsicum in cold water, remove the skin, stem and seeds and roughly chop them."
10066,6929,3,"Combine the red capsicum and all the remaining ingredients, except the spring onion greens, in a mixer and blend into a smooth mixture."
10067,6929,4,"Transfer the mixture into a bowl, add the spring onion greens and mix well. Keep aside."
10068,6931,1,Combine all the ingredients in a broad non-stick pan and dry roast on a slow flame for 2 to 3 minutes or till it releases an aroma.
10069,6931,2,Cool slightly and blend in a mixer to a fine powder. Keep aside.
10070,6932,1,Combine all the ingredients in a broad non-stick pan and dry roast on a slow flame for 2 to 3 minutes or till it releases an aroma.
10071,6932,2,Cool slightly and blend in a mixer to a fine powder. Keep aside.
10072,6933,1,Combine all the ingredients in a broad non-stick pan and dry roast on a slow flame for 2 to 3 minutes or till it releases an aroma.
10073,6933,2,Cool slightly and blend in a mixer to a fine powder. Keep aside.
10074,6934,1,Combine all the ingredients in a broad non-stick pan and dry roast on a slow flame for 2 to 3 minutes or till it releases an aroma.
10075,6934,2,Cool slightly and blend in a mixer to a fine powder. Keep aside.
10076,6939,1,"Heat the oil in a broad non-stick pan, add the baby corn and sauté on a medium flame for 2 to 3 minutes."
10077,6939,2,"Add the green chillies, spinach and salt, mix well and cook on a medium flame for 1 to 2 minutes, while stirring continuously."
10078,6939,3,Divide the stuffing into 3 equal portions and keep aside.
10079,6944,1,"Heat the butter in a broad non-stick pan, add the onions and sauté on a medium flame for 1 minute."
10080,6944,2,"Add the baked beans, tomato ketchup, sugar, chilli powder and salt, mix well and cook on a medium flame for 1 to 2 minutes, while stirring occasionally. Keep aside."
10081,6944,3,Divide into 4 equal portions and keep aside.
10082,6946,1,"Cook the spinach with 1 tablespoon of water. When cooked, drain the spinach."
10083,6946,2,"Heat the oil in a vessel and fry the onions for a little time. Add the spinach, green peas, chillies and salt and mix well."
10084,6947,1,"Heat the ghee in a broad non-stick pan, add the onions and sauté on a medium flame for 1 to 2 minutes."
10085,6947,2,"Add the paste and cook on a medium flame for 2 to 3 minutes, while stirring occasionally."
10086,6947,3,"Add the coconut milk, sugar and salt, mix well and cook on a medium flame for 3 to 4 minutes, while stirring continuously."
10087,6951,1,Heat 1 tsp of oil in a broad non-stick pan and add the cumin seeds.
10088,6951,2,"When the seeds crackle, add the spinach purée and cook on a slow flame, while stirring continuously, for 1 to 2 minutes or till the water evaporates."
10089,6951,3,"Add all the remaining ingredients along with the chana dal mixture and salt, mix well and cook on a slow flame for another 2 to 3 minutes, while stirring continuously. Sprinkle a little water if the mixture becomes very dry."
10090,6951,4,Cool slightly and divide the mixture into 8 equal portions.
10091,6951,5,Roll out each portion into a 67 mm. (2½”) thin flat round kebab.
10092,6951,6,"Heat a non- stick tava (griddle) and grease it using ¼ tsp of oil and cook each kebab on a slow flame, using ? tsp of oil, till they turn golden brown in colour from both the sides."
10093,6951,7,Serve hot with garlic chutney.
10094,6952,1,Insert a toothpick or a breadstick to make the cheese balls look more appealing to your little ones.
10095,6953,1,"1. Heat the oil in a  broad non-stick pan, add the onions and garlic and sauté on a medium flame for 2 minutes."
10096,6953,2,"Add the spinach, baharat powder and salt, mix well  and cook on a medium flame for 3 minutes."
10097,6953,3,"Transfer the mixture in a deep bowl, add the feta cheese and walnuts, mix well. Divide the mixture into 15 equal portions. Keep aside."
10098,6954,1,"Heat the butter in a broad non-stick pan, add the onions and garlic and sauté on a medium flame for 2 minutes."
10099,6954,2,"Add the spinach, tomatoes and salt, mix well and cook on a medium flame for 2 minutes, while stirring occasionally."
10100,6954,3,Add the cheese and mix well.
10101,6954,4,Divide the mixture into 5 equal portions and keep aside.
10102,6956,1,"Heat the butter in a non–stick pan, add the onions and sauté on a medium flame for 1 to 2 minutes."
10103,6956,2,Add the green chilli paste and sauté on a medium flame for a few seconds.
10104,6956,3,"Add the spinach, mix well and cook on a medium flame for 2 minutes, while stirring occasionally."
10105,6956,4,"Add the plain flour, mix well and cook on a medium flame for 30 seconds, while stirring occasionally."
10106,6956,5,"Add the milk, salt and pepper, mix well and cook on a medium flame for 2 minutes, while stirring occasionally. Keep aside to cool slightly."
10107,6957,1,"Cut each burger bun horizontally into two, butter each burger bun half using ½ tsp of butter and toast them lightly on a tava (griddle)."
10108,6957,2,Apply ½ tsp of butter on the other side and cook them till brown spots appear.
10109,6957,3,"Place both the bun halves on a clean, dry surface with the inner side facing upwards."
10110,6957,4,"Put ¼ cup of the filling on each bun half and place 2 cucumber slices, 1 tomato slices, and 1 onion slice over it."
10111,6957,5,Sprinkle 2 tbsp of cheese and a little chilli flakes over each bun half.
10112,6957,6,Place both the open burgers on a microwave safe plate and microwave on high for 30 seconds.
10113,6957,7,Repeat the step 3 to 6  to make 6 more open burgers
10114,6957,8,Serve immediately with cheesy potato chips/ french fries/ potato wedges
10115,6958,1,"Heat the butter in a pan, add the spinach and sauté till it wilts."
10116,6958,2,Add the corn and sauté for 1 minute. Keep aside.
10117,6960,1,Blanch the spinach in boiling water. Refresh in ice-cold water and drain out the water. Keep aside.
10118,6960,2,"Chop finely and mix with the cottage cheese, green chillies, nutmeg powder, cream and salt. Keep aside."
10119,6962,1,"Combine the tomatoes with ¼ cup of water, mix well and cook on a medium flame for 4 to 5 minutes  or till the tomatoes are soft, while stirring occasionally."
10120,6962,2,"Allow the tomatoes to cool completely, once cooled blend in a mixer till smooth and strain it with help of a strainer."
10121,6962,3,"Transfer the mixture into a non-stick pan, add the sugar, oregano, carom seeds, chilli powder, tomato ketchup and salt, mix well and cook on a medium flame for 1 to 2 minutes, while stirring occasionally. Keep aside."
10122,6963,1,"Place a pizza base on a clean, dry surface and spread 1 portion of the spinach and cottage cheese topping evenly over it."
10123,6963,2,Arrange ¼ cup of yellow capsicum evenly over it and finally sprinkle ¼ cup of cheese evenly over it.
10124,6963,3,Repeat steps 1 and 2 to make 1 more pizza.
10125,6963,4,Place both the pizzas on a greased baking tray and bake in a pre-heated oven at 200°c (400°f) for 10 to 12 minutes or till the base is evenly browned and the cheese melts.
10126,6963,5,Cut into equal wedges and serve immediately.
10127,6964,1,"To make the stuffing for the spinach and cottage cheese quiche recipe, heat the butter in a pan, add green chillies, paneer and sauté for 1 minute."
10128,6964,2,Dissolve the cornflour in the milk and add this to the mixture.
10129,6964,3,"Cook till the mixture thickens, add all the remaining ingredients and mix well. Keep aside."
10130,6969,1,This recipe doesn’t turn out good in a hopper because the textures of ingredients like green leafy vegetables are too soft to be put in a hopper.
10131,6974,1,"Heat the oil in a broad non-stick pan, add the green chilies and onions and sauté on a medium flame for 2 to 3 minutes."
10132,6974,2,"Add the paneer and corn, mix well and cook on a medium flame for 2 minutes, while  stirring occasionally."
10133,6974,3,"Add the dried mango powder, coriander and salt, mix well and cook on a medium flame for another minute. Keep aside."
10134,6976,1,"In a baking dish, spread the spinach and paneer mixture evenly."
10135,6976,2,Pour the prepared tomato gravy evenly over it and finally sprinkle the cheese.
10136,6976,3,Bake in a pre-heated oven at 200°c (400°f) for 15 minutes.
10137,6976,4,Serve immediately.
10138,6977,1,"Heat the butter in a broad non-stick pan, add the green chillies and onions and sauté on a medium flame for 2 minutes."
10139,6977,2,"Add the spinach, baking soda, salt and black pepper powder, mix well and cook on a medium flame for 3 minutes, while stirring occasionally."
10140,6977,3,Add the paneer and mix well.
10141,6977,4,Divide the spread into 6 equal portions and keep aside.
10142,6978,1,Divide the dough and the stuffing into 8 equal portions.
10143,6978,2,Roll out a portion of the dough into a 150 mm. (6”) diameter circle using a little whole wheat flour for rolling.
10144,6978,3,Place a portion of the stuffing on half of the circle and fold it over to make a semi-circle.
10145,6978,4,"Heat a non-stick tava (griddle) and cook each paratha, using a little oil, till golden brown spots appear on both the sides."
10146,6978,5,Repeat steps 2 to 4 to make 7 more parathas.
10147,6978,6,Serve immediately with fresh curds and pickle of your choice.
10148,6981,1,Roll the dough into 200 mm. (8”) diameter circle.
10149,6981,2,Press the circle into a pie dish and prick with a fork on the bottom and sides.
10150,6981,3,Bake in a pre-heated oven at 180°c (360°f) for 10 to 12 minutes.
10151,6981,4,Pour the filling over the baked pie and spread it evenly over it.
10152,6981,5,Bake in a pre-heated oven at 200°c (400°f for 10 minutes.
10153,6981,6,Remove from the oven and glaze with the butter.
10154,6981,7,Cut into wedges and serve hot
10155,6986,1,This recipe doesn’t turn out good in a juicer because the textures of ingredients like beetroot and pear are very hard.
10156,6987,1,Squeeze out all the water from the blanched and chopped spinach to prevent the cigars from becoming soggy.
10157,6989,1,Fill the crepes with the spinach mixture and fold each one into a triangle. 
10158,6989,2,Arrange in a baking dish and pour the Mexican green sauce over them.
10159,6989,3,Sprinkle the cheese on top and bake in a hot oven at 200 degree C (400 degree F) for 20 minutes. 
10160,6989,4,Serve hot.
10161,6990,1,"Approx. 2½ cups of chopped spinach when blanched, drained and blended in a mixer gives ½ cup of spinach purée."
10162,6992,1,"Combine the curds, turmeric powder, prepared paste, salt and ½ cup of water in a deep bowl, whisk well and keep aside."
10163,6992,2,Heat the oil in a non-stick kadhai and add the mustard seeds and urad dal.
10164,6992,3,"When the mustard seeds crackle, add the curry leaves, red chillies and asafoetida and sauté on a medium flame for a few seconds."
10165,6992,4,"Add the curds mixture, mix well and cook on a slow flame for 2 to 3 minutes, while stirring continuously."
10166,6993,1,Immerse the dumplings in hot water ofr a few seconds.
10167,6993,2,Remove and arrange on a serving dish.
10168,6993,3,"Just before serving, pour the boiling tomato gravy over the dumplings. Spread the balance cream on top. Top with cheese. If you wish, bake in a hot oven at 200 degree c (400 degree f) for about 5 minutes."
10169,6993,4,Serve hot.
10170,6995,1,Heat the butter in a pan and sauté the almonds till they are lightly toasted.
10171,6995,2,Season with pepper and keep aside.
10172,6997,1,"Combine the potatoes, spinach, plain flour, baking powder, salt and pepper in a bowl to make soft dough. "
10173,6997,2,Divide the dough into approximately 35 to 40 equal sized balls.
10174,6997,3,"Flatten, each ball gently using a fork."
10175,6997,4,Boil plenty of water in a pan and add 1 tsp of salt and 1 tbsp of oil to the water.
10176,6997,5,"When the water boils, add a few pieces of the gnocchi at a time and allow them to half cook for 3 to 4 minutes."
10177,6997,6,"Carefully remove the gnocchi from the boiling water, using a perforated spoon. Keep aside."
10178,6997,7,Repeat the same procedure for the remaining gnocchi.
10179,6998,1,"Pack the spinach hummus in an air-tight tiffin box, with the cucumber sticks in a separate air-tight box."
10180,7000,1,"Combine the curds, besan ½ cup of water in a bowl and whisk well till no lumps remain."
10181,7000,2,Add more ½ cup of water and whisk well and keep aside.
10182,7000,3,Heat the oil in a kadhai and add the cumin seeds.
10183,7000,4,"When the seeds crackle, add the asafoetida, curry leaves and fry again for few minutes."
10184,7000,5,Add the garlic and onions and sauté on a medium flame for 2 to 3 minutes.
10185,7000,6,"Add the curds-besan mixture, salt, ginger - green chilli paste and turmeric powder, mix well and cook on a medium flame for 3 to 4 minutes, while stirring continuously."
10186,7001,1,"Boil 3 cups of water in a deep non-stick pan, add the tomatoes to it and cook on a medium flame for 8 to 10 minutes or till the tomatoes soften.
 "
10187,7001,2,Cool slightly and blend in a mixer to a smooth pulp. Keep aside.
10188,7001,3,"Heat the oil in a deep pan or kadhai, add the paste and sauté on a medium flame for 2 to 3 minutes."
10189,7001,4,"Add the chilli powder, tomato pulp, sugar and salt, mix well and cook on a medium flame for 3 to 4 minutes, while stirring occasionally."
10190,7001,5,"Add the cream, mix well and cook on a medium flame for another 1 minute. Keep aside."
10191,7002,1,"Heat the oil in a broad non-stick pan, add the garlic paste and sauté on medium flame for 30 seconds."
10192,7002,2,"Add all the remaining ingredients, except the fresh cream, mix well  and cook on a medium flame for 3  minutes, while stirring continuously."
10193,7002,3,"Switch off the flame, add the fresh cream and mix well."
10194,7003,1,Combine all the ingredients together in a bowl and mix well.
10195,7003,2,Divide it into small equal-sized portions and shape each portion into a ball. 
10196,7003,3,Steam in a steamer for 5 to 7 minutes. Keep aside.  
10197,7004,1,"Heat the olive oil in a broad non-stick pan, add the garlic and spring onions and sauté on a medium flame for 1 minute."
10198,7004,2,"Add the fresh tomato pulp, chilli flakes, chilli powder, sugar, salt and ¼  cup of water, mix well and cook on a medium flame for 3 to 4 minutes, while stirring occasionally. Keep aside."
10199,7005,1,"Heat the butter in a deep non-stick pan, add the onions and sauté on a medium flame for 2 minutes."
10200,7005,2,"Add the green chillies, spinach, mushrooms, salt and pepper powder, mix well and cook on a medium flame for 6 minutes, while stirring occasionally."
10201,7005,3,"Switch off the flame, add the cheese and mix well. Keep aside."
10202,7008,1,"Heat the oil in a kadhai, dip a few spinach leaves at a time into the batter and deep-fry on a medium flame till they turn crisp from both the sides. Drain on absorbent paper."
10203,7008,2,Place ¼th of the hot pakodas on a serving plate.
10204,7008,3,"Top with ¼ cup fresh curds, 1 tbsp onions and 2 tsp sweet chutney. Sprinkle ½ tsp cumin seeds powder and ¼ tsp chilli powder over it."
10205,7008,4,Repeat steps 2 and 3 to make 3 more servings of spinach pakoda chaat.
10206,7008,5,Serve immediately.
10207,7010,1,Divide the spinach topping into 2 equal portion. Keep aside.
10208,7010,2,"Place a pizza base on a clean, dry surface, spread 2 tbsp of tomato ketchup and spread it evenly."
10209,7010,3,Spread a portion of the spinach topping and spread it evenly.
10210,7010,4,"Top with a few sliced red capsicum, sliced yellow capsicum, sprinkle little salt, pepper powder and ¼ cup of cheese."
10211,7010,5,Finally sprinkle red chilli flakes and dried oregano evenly over it.
10212,7010,6,Repeat step 2 to 5 for make 1 more pizza.
10213,7010,7,Bake in a preheated oven at 200°c (400°f) for 15 minutes or till the base is evenly browned and the cheese melts.
10214,7010,8,Serve immediately.
10215,7011,1,Heat the ghee in a broad non-stick pan and add the cumin seeds.
10216,7011,2,"When the seeds crackle, add the onions and green chillies and sauté on a medium flame for 1 minute."
10217,7011,3,"Add the spinach and salt, mix well and cook on a medium flame for 1 to 2 minutes, while stirring occasionally. Keep aside."
10218,7019,1,"Combine the spinach leaves, apple, pineapple and celery along with ½ cup of water and blend in a juicer till smooth."
10219,7019,2,Strain the juice using a strainer.
10220,7019,3,Add some crushed ice in 2 individual glasses and pour equal quantities of the juice over it.
10221,7019,4,Serve immediately.
10222,7020,1,Soak the chillies in ¼ cup of water for 15 minutes.
10223,7020,2,"Heat the oil in a vessel, add the tomatoes and the chillies (with the water) and cook till the tomatoes are soft."
10224,7020,3,Blend the mixture in a liquidiser and strain the sauce.
10225,7020,4,"Add the carom seeds, sugar and salt and boil for at least 10 minutes."
10226,7020,5,Keep aside and use as required.
10227,7021,1,Remove the stems of the mushrooms and discard them so as to form a cavity in the mushroom caps.
10228,7021,2,Stuff each mushroom cap with a portion of the spinach filling. Keep aside.
10229,7021,3,"Heat ½ tsp of butter on a non-stick tava (griddle), arrange 10 stuffed mushrooms on it with the stuffed side facing upwards."
10230,7021,4,Cover with a lid and cook on a medium flame for 5 to 7 minutes.
10231,7021,5,Repeat steps 3 and 4 to cook 10 more spinach stuffed mushrooms in one more batch.
10232,7021,6,Serve immediately.
10233,7023,1,Heat a non-stick pan and dry roast the sesame seeds and chana dal separately. Keep aside to cool.
10234,7023,2,Combine the sesame seeds and chana dal and blend in a mixer to a fine powder.
10235,7023,3,"Transfer the powder to a bowl, add all the remaining ingredients and mix well. Keep aside."
10236,7024,1,"Heat the oil in a pan, add the onions and sauté till they turn translucent."
10237,7024,2,"Add the mixed vegetables, green chillies, coriander and salt and sauté for another minute."
10238,7024,3,Divide into 6 equal portions and keep aside.
10239,7025,1,"Mix the flour, butter and salt. Add water and make a semi-stiff dough. "
10240,7026,1,Steam the spinach leaves.  Squeeze out the water.
10241,7026,2,"Chop the spinach leaves finely and mix with the paneer, green chillies and salt."
10242,7027,1,"Combine the cauliflower and 1 cup of water in a non-stick pan, mix well and cook on a medium flame for 7 to 8 minutes or till soft. Allow it to cool slightly and blend in a mixer to a smooth purée. Keep aside."
10243,7027,2,"Heat the butter in a broad non-stick pan, add the whole wheat flour and sauté on a medium flame for a few seconds."
10244,7027,3,Add the milk and cauliflower purée and mix well till no lumps remain and cook on a medium flame for 1 minute or till the sauce thickens.
10245,7027,4,Add the salt and pepper and mix well.
10246,7028,1,"Heat the butter in a broad non-stick pan, add the onions and green chillies and sauté on a medium flame for 1 minute."
10247,7028,2,"Add the spinach, mix well and cook on a medium flame for 2 minutes."
10248,7028,3,"Add the plain flour, tomato purée, milk and salt and pepper, mix well and cook on a medium flame for 2 minutes, while stirring occasionally. Keep aside."
10249,7035,1,"Heat a non-stick tava (griddle), sprinkle a little water on the tava (griddle) and wipe it off gently using a muslin cloth."
10250,7035,2,Pour 1½ ladleful of the batter on it and spread it in a circular motion to make a 225 mm. (9”) diameter thin circle.
10251,7035,3,Smear a little butter over it and along the edges and cook on a medium flame till the dosa turns light brown in colour and crisp.
10252,7035,4,Spread a portion of the stuffing in the centre and pat it lightly and cook on a medium flame for 1 minute. Fold over to make a roll.
10253,7035,5,Repeat with the remaining batter and stuffing to make 3 more dosas.
10254,7035,6,Serve immediately with sambhar and coconut chutney.
10255,7039,1,"Heat the oil in a broad non-stick pan, add the green chillies and spring onions and sauté on a medium flame for 1 to 2 minutes."
10256,7039,2,Add the salt and mix well. Keep aside.
10257,7040,1,"Heat the oil in a broad non-stick pan, add the spring onion whites and greens, green chillies, sugar and salt and sauté on a high flame for 2 minutes. Keep aside."
10258,7041,1,"Heat the oil in a broad non-stick pan, add the cumin seeds and sauté on a medium flame for a few seconds."
10259,7041,2,"Add the spring onion whites, ginger-green chilli paste, garlic and sauté on a medium flame for 2 minutes."
10260,7041,3,"Add the spring onion greens and salt, mix well and cook on a medium flame for 2 to 3 minutes, while stirring occasionally."
10261,7041,4,Divide the filling into 6 equal portions and keep aside
10262,7043,1,"Place a  wrapper on a clean, dry surface and place a portion of the filing mixture in one corner of the wrapper. Refer image 1."
10263,7043,2,Roll over the wrapper till ¾th. Refer step 2 and 3.
10264,7043,3,Fold over from both the sides one by one towards the centre. Refer image 4.
10265,7043,4,Finally roll it completely and seal the edge using little water.
10266,7043,5,Repeat steps 1 to 4 to make 3 more rolls.
10267,7043,6,"Heat the oil in a deep non- stick kadhai and deep-fry, 2 rolls at a time, till they turn golden brown in colour from all the sides."
10268,7043,7,Drain on an absorbent paper and cut each roll into 3 equal pieces using a sharp knife.
10269,7043,8,Serve immediately.
10270,7044,1,Place one spring roll wrapper on a dry surface and spoon a little of the stuffing mixture on one end of the wrapper.
10271,7044,2,"Roll the spring roll wrapper tightly, sealing the ends securely with flour paste."
10272,7044,3,Repeat with the remaining ingredients to make 11 more spring rolls.
10273,7044,4,Heat the oil in a kadhai and deep-fry till they are golden brown. Drain on absorbent paper.
10274,7044,5,Cut each roll at an angle into two and serve hot.
10275,7045,1,Divide the stuffing into 7 equal portions and keep aside.
10276,7045,2,"Place a wrapper on a clean, dry surface and place a portion of the filing mixture in one corner of the wrapper."
10277,7045,3,Roll over the wrapper till ¾th.
10278,7045,4,Fold over from both the sides one by one towards the centre.
10279,7045,5,Finally roll it completely and seal the edge using a little maida-water mixture.
10280,7045,6,Repeat steps 2 to 5 to make 6 more rolls.
10281,7045,7,"Heat the oil in a deep non- stick pan and deep-fry, 2 rolls at a time on a medium flame, till they turn golden brown in colour from all the sides."
10282,7045,8,Drain on an absorbent paper and cut each roll diagonally into 3 equal pieces using a sharp knife.
10283,7045,9,Serve immediately with schezaun sauce.
10284,7047,1,Mix all the ingredients together and serve immediately.
10285,7048,1,Combine the masala puffed rice and all the remaining ingredients in a large bowl and mix well.
10286,7048,2,Serve immediately.
10287,7052,1,"Heat the oil in a deep non-stick pan, add the onions and sauté on a medium flame for 1 minute."
10288,7052,2,"Add the moong sprouts, salt and ½ cup of water, mix well and cover and cook on a medium flame for 5 minutes, while stirring occasionally."
10289,7052,3,"Add the prepared paste and coconut milk, mix well and cook on a medium flame for 2 minutes ,while stirring occasionally.
 "
10290,7052,4,"Switch off the flame, add the methi muthias and mix gently."
10291,7052,5,Serve immediately.
10292,7057,1,"Combine the sprouts, 1½ cups of water and salt in a pressure cooker, mix well and pressure cook for 3 whistles."
10293,7057,2,Allow the steam to escape befoe opening the lid.
10294,7057,3,Heat the oil in a deep non-stick pan and add the mustard seeds.
10295,7057,4,"When the seeds crackle, add the asafetida and curry leaves and sauté on a medium flame for a few seconds."
10296,7057,5,Add the onions and sauté on a medium flame for another 30 seconds.
10297,7057,6,Add the turmeric powder and chilli powder and sauté on a medium flame for a few more seconds.
10298,7057,7,Add the onion paste and sauté on a medium flame again for 1 minute.
10299,7057,8,"Add the kala chana (along with water in which they were cooked) and salt, mix well and cook on a medium flame for 1 to 2 minutes, while stirring occasaionally."
10300,7057,9,Serve immediately garnished with coriander.
10301,7058,1,"Heat a broad non-stick pan, add the prepared paste and fresh tomato pulp, mix well and cook on a medium flame for 1 to 2 minutes."
10302,7058,2,"Add the sprouted matki, salt and lemon juice, mix well and cook on a medium flame for another 1 minute or till the mixture dries up a little."
10303,7058,3,"Serve hot topped with tomatoes, onions and capsicum or cucumber."
10304,7062,1,Combine all the salad ingredients together in a bowl. Refrigerate to chill.
10305,7062,2,"Just before serving, add the dressing and toss well. Serve immediately."
10306,7064,1,Blend all the ingredients together in a mixer till smooth.
10307,7064,2,Refrigerate and use as required.
10308,7065,1,"
	
		
	
	
		
			If you like this Sprouted Moong and Methi Cheela Recipe, take a look at some more such Cheela recipes: 
		

Lauki chilla

Nutritious Chillas

Mixed dal chillas

"
10309,7066,1,"
	
		
	
	
		
			If you like this Sprouted Moong and Methi Chilla Recipe, take a look at some more such Chilla recipes: 
		

Stuffed moong dal chilla

Besan cheela

High fibre chilas

"
10310,7067,1,"Heat the remaining oil in a broad non-stick pan and add the cumin seeds, fennel seeds and asafoetida."
10311,7067,2,"When the seeds crackle, add the onions, turmeric powder and green chilli and sauté on a medium flame for 3 to 4 minutes."
10312,7067,3,"Add the moong sprouts, salt and ¼ cup of water and cook on a medium flame for 4 to 5 minutes."
10313,7067,4,"Add the prepared dumplings, chaat masala, sugar and lemon juice, mix well and cook on a medium flame for a few more seconds."
10314,7067,5,Serve hot.
10315,7073,1,"To make 2 cups of cooked rice, clean, wash and soak 1 cup rice in water, drain and add 2 cups of water and pressure cook for 2 whistles. Allow the steam to escape before opening the lid. Separate each grain of rice lightly with a fork. Use as required."
10316,7079,1,Combine all the ingredients in a deep bowl and mix well.
10317,7079,2,Pour the low-fat curd dressing over the salad and toss well.
10318,7079,3,Refrigerate for at least an hour.
10319,7079,4,Serve chilled.
10320,7080,1,"Cool the dhoklas for just about 30 seconds, so that they can be easily cut into pieces."
10321,7093,1,"At step 2, add the warm milk gradually to make a soft dough as the milk may vary depending on the quality of the plain flour."
10322,7094,1,"To make soft bread crumbs,remove the crust of fresh bread slices and blend in a mixer to a fine powder."
10323,7095,1,"To make soft bread crumbs, remove the crusts of the fresh bread slices and blend in mixer to a fine powder."
10324,7099,1,"Combine the curds, besan and 1 cup of water in a deep bowl, mix well and keep aside."
10325,7099,2,Heat the oil in a deep non-stick pan and add the cumin seeds.
10326,7099,3,"When the seeds crackle, add the asafoetida, curry leaves, onions and garlic and sauté on a medium flame for 2 minutes."
10327,7099,4,"Add the turmeric powder, green chilli paste, curds-besan mixture and salt, mix well and cook on a medium flame for 4 minutes, while stirring conntinuously."
10328,7100,1,Combine all the ingredients in a bowl and mix well. Divide the mixture into 8 equal portions and roll out each portion into small round balls.
10329,7100,2,Steam the balls in a steamer for 5 to 7 minutes.
10330,7100,3,"Cool slightly, pierce each dumpling on a carrot stick and serve immediately with the spicy sauce"
10331,7101,1,"Place a wonton wrapper on a clean, flat surface."
10332,7101,2,Place a little stuffing in the centre and apply a little flour paste along the edges.
10333,7101,3,Fold over one part to make a semi-circle.
10334,7101,4,Bring the ends together and press well.
10335,7101,5,Repeat with the remaining wrappers and stuffing to make 24 more wontons.
10336,7101,6,Arrange half the wontons on a greased sieve and steam for 8 minutes.
10337,7101,7,Repeat step 6 to cook the remaining wontons in one more batch.
10338,7101,8,"For the tempering, heat the oil in a small broad non-stick pan on a high flame, add the garlic, green chillies, spring onion greens and salt and sauté on a high flame for a few seconds."
10339,7101,9,Pour the tempering over the steamed wontons.
10340,7101,10,Serve hot with green garlic sauce and chilli garlic sauce.
10341,7108,1,"In a small bowl, take cornflour. Cornflour helps in thickening the sauce quickly."
10342,7108,2,Now add tomato ketchup. It provides a tangy flavor to the stewed rice.
10343,7108,3,"Add the chilli sauce. Red chilli sauce, chilli garlic sauce, sriracha are some substitutes to it."
10344,7108,4,Add the soy sauce. It is packed with umami and acts like a secret weapon to enhance the taste of stewed rice in Manchurian gravy.
10345,7108,5,Add the vinegar. The acidity from vinegar balances all the other flavours.
10346,7108,6,Add 1 ½ cups of water and salt. Mix well with the help of a spoon and keep aside.
10347,7126,1,"Heat the oil in a deep non-stick pan, add all the vegetables and sauté on a medium flame for 2 minutes."
10348,7126,2,"Add the oregano, chilli flakes and salt and cook on a medium flame for a minute, while stirring continuously. Keep aside."
10349,7127,1,"Heat the oil in a broad non-stick pan, add the garlic and sauté on a medium flame for 30 seconds."
10350,7127,2,Add the mushrooms and sauté on a medium flame for 2 minutes.
10351,7127,3,"Add the milk, salt and pepper, mix well and cook on a medium flame for 1 minute."
10352,7127,4,Allow the mixture to cool completely and blend in a mixer till smooth. Keep aside.
10353,7129,1,"Combine all the ingredients together in a bowl, add 2 tbsp of water and mix well to a smooth batter (add 1 tbsp water if required to make it of pouring consistency)."
10354,7129,2,Divide the batter into 4 equal portions and keep aside.
10355,7129,3,"Heat a non-stick pan, pour a portion of the batter and tilt the pan around quickly to make a 125 mm. (5"") diameter thin circle."
10356,7129,4,Cook on using ¼ tsp oil till both sides turn brown in colour.
10357,7129,5,Repeat with the remaining batter to make 3 more pancakes and keep aside.
10358,7132,1,"Heat the oil in a non-stick kadhai, add the garlic and sauté on high flame for a minute, while stirring continuously."
