recipe_id,step,description
6372,5,"Add the rajma mixture, chilli powder, cumin seed powder, sugar, butter and salt, mix well and cook on a medium flame for 2 to 3 minutes, while stirring occasionally."
6372,6,Mash the mixture lightly using a potato masher.
6372,7,Use as required.
6373,1,Wash and drain the rice thoroughly.
6373,2,"Combine the rice along with enough water in a deep bowl, cover it with a lid and keep aside to soak for 30 minutes. Drain well and keep the rice aside."
6373,3,"Boil enough water in a deep non-stick pan and add the salt and rice to it. Mix well and cook on a medium flame for 6 minutes, while stirring occasionally."
6373,4,Strain it using a strainer and transfer it into a flat plate immediately. Spread it evenly using a flat ladle and keep aside to cool completely (for approx. 30 minutes). Remember to toss the rice gently once in a while to ensure that all the steam gets evaporated.
6373,5,Heat a broad non-stick pan and add the oil and ghee.
6373,6,"When the ghee melts just slightly, add the cumin seeds and sauté on a medium flame for 10 seconds. Remove the pan from the flame, add the cooked rice, a little salt and coriander and mix gently."
6373,7,"Put the pan back onto the flame and cook it on a high flame for 1 to 2 minutes, while tossing gently but continuously."
6373,8,Add 1 tbsp of melted butter and mix gently.
6373,9,Serve hot.
6374,1,"Heat the oil in a broad non-stick pan, add the cumin seeds and sauté on a medium flame for 30 seconds."
6374,2,"Add the onions, ginger and garlic and sauté on a medium flame for 2 minutes."
6374,3,Add the capsicum and sauté on medium flame for 2 minutes.
6374,4,"Add the tomato cubes and green peas, mix well and cook on a medium flame for 2 minutes, while stirring occasionally."
6374,5,"Add the tomato pulp, chilli powder, coriander powder, turmeric powder and salt, mix well and cook on a medium flame for 2 minutes, while stirring occasionally."
6374,6,"Add the rice, coriander and lemon juice, mix well and cook on a medium flame for 2 minutes, stirring occasionally."
6374,7,Serve hot.
6375,1,Combine all the ingredients in a deep bowl and mix well while rubbing it between your palms.
6375,2,Knead into a soft dough using enough water.
6375,3,Divide the dough into 2 equal portions.
6375,4,"Grease the ribbon shaped ( the one with vertical lines) press mould with little oil, put a portion of the dough into it, press it and cover it with the lid."
6375,5,"Press out ribbons of the sev into the hot oil, a few at a time and deep-fry on a medium flame till it turns light brown in colour from all the sides. Drain on an absorbent paper."
6375,6,Repeat steps 4 and 5 to deep-fry the remaining sev in 3 more batches.
6375,7,Keep aside to cool for 5 to 10 minutes.
6375,8,Transfer the sev into a deep bowl and break it lightly once using your fingers.
6375,9,Store in an air-tight container and use as required.
6376,1,"Combine all the ingredients along with approx. 1¼ cups of water in a deep bowl, mix well to smooth make a thick batter."
6376,2,Heat a non-stick mini uttapa pan and grease it with little oil.
6376,3,"When hot, pour a spoonful of batter and spread it gently."
6376,4,"Cook using a little oil, till it turns golden brown in colour form both the sides."
6376,5,Repeat steps 3 and 4 to make 7 more pancakes.
6376,6,Serve immediately with green chutney.
6377,1,"Heat a non-stick pan and when hot, dry roast the cumin seeds for 1 to 2 minutes. Keep aside."
6377,2,"Heat a non-stick pan and when hot, dry roast the mint leaves for 1 minute. Keep aside."
6377,3,Combine the rice with 3 cups of water and cook till the rice is done.
6377,4,"Add 1½ cups of water, curds and cornflour and cook for a few minutes."
6377,5,"Add the dried mint, cumin seeds and salt and simmer for 2 minutes."
6377,6,Serve hot.
6378,1,"Heat the butter in a deep non-stick pan, add the onions and sauté on a medium flame for 2 minutes."
6378,2,Add the carrots and sauté on a medium flame for 3 minutes.
6378,3,Add the plain flour and sauté on a medium flame for 30 seconds.
6378,4,"Add the brown stock, mix well and cook on a medium flame for 5 minutes, while stirring occasionally."
6378,5,"Add the cooked rice, fresh cream, lemon juice, salt and pepper powder, mix well and cook on a medium flame for 1 minute, while stirring occasionally."
6378,6,Serve hot.
6379,1,Mash the rice thoroughly in a deep bowl.
6379,2,Add all the remaining ingredients and mix well.
6379,3,Divide the mixture into 12 equal portions and shape each portion into a ball.
6379,4,Heat the oil in a deep non-stick kadhai and deep-fry a few balls at a time on a medium flame till they turn golden brown in colour from all the sides.
6379,5,Serve immediately with tomato ketchup.
6380,1,Combine all the ingredients along with approx. 1¼ cups of water in a deep bowl and mix well.
6380,2,"Grease a non-stick tava (griddle) with a little oil, pour a ladleful of the batter on it and spread in a circular motion to form 125 mm. (5”) diameter thick circle."
6380,3,"Cook it, using a little oil, till they turns crisp and golden brown in colour from both sides."
6380,4,Repeat with the remaining batter to make 3 more pancakes.
6380,5,Serve immediately.
6381,1,"Heat oil in a broad non-stick pan, add the caraway seeds and sauté on a medium flame for 30 seconds."
6381,2,"Add the rice and salt, mix well and cook on a medium flame for 1 minute, while stirring occasionally."
6381,3,Divide into 3 equal portions and keep aside.
6382,1,Heat the oil on a non-stick tava (griddle) and add the cumin seeds.
6382,2,"When the seeds crackle, add the onions and sauté on a medium flame for 1 to 2 minutes."
6382,3,"Add the green chillies, spinach and salt and sauté on a medium flame for 30 seconds."
6382,4,"Add the rice and a little salt, mix well and cook on a medium flame for 1 to 2 minutes, while stirring occasionally. Keep aside."
6383,1,"Soak the rice, moong dal and fenugreek seeds in a deep bowl with enough water for 5 to 6 hours."
6383,2,Drain and blend in a mixer to a smooth paste using little water.
6383,3,"Transfer the mixture into a bowl, add the carrots, spring onion whites and greens and salt and mix well."
6383,4,"Just before steaming, add the fruit salt to the batter and pour 2 tsp of water over it."
6383,5,"When the bubbles form, mix gently."
6383,6,Put a little batter into each greased idli mould and steam in a steamer for 10 minutes or till the idlis are cooked.
6383,7,"Cool slightly, demould and serve immediately with nutritious green chutney."
6384,1,Combine all the ingredients in a deep bowl and mix well.
6384,2,"Heat the oil in a deep kadhai, drop spoonfuls of the mixture and deep-fry a few pakodas at a time, on a medium flame till they turn golden brown in colour from all the sides. Drain on an absorbent paper."
6384,3,Serve immediately with green chutney or tomato ketchup or sweetened curds.
6385,1,Combine all the ingredients in a bowl and knead into a semi-soft dough using enough water. Keep aside for 10 minutes.
6385,2,Divide the dough into 6 equal portions and roll out each portion into a 125 mm. (5”) diameter thick circle using a little wheat flour for rolling.
6385,3,"Heat a non-stick tava (griddle) and cook each paratha, using ¼ tsp of oil, till brown spots appear on both the sides."
6385,4,Serve hot with fresh curds.
6386,1,"Combine the rice, soya chunks powder, wheat flour, chilli powder, turmeric powder, ginger-green chilli paste, salt, sugar, coriander and 1 teaspoon of soya oil and mix well."
6386,2,"Add the curds and 2 tablespoons of water, mix well and knead to make a soft dough. Keep aside for 10 minutes."
6386,3,"Knead again, using ½ teaspoon of soya oil, till smooth and divide into 6 equal portions."
6386,4,"Roll out each portion into a 125 mm. (5"") diameter thick circle."
6386,5,"Cook on a tava (griddle), using a little soya oil, till brown spots appear on both the sides."
6386,6,Repeat with the remaining portions to make 5 more parathas.
6386,7,Serve hot.
6387,1,Combine all the ingredients in a bowl and knead into a semi-stiff dough using enough water.
6387,2,Divide the dough into 2 equal portions and put one portion of the dough into a chakli press.
6387,3,"Press out into 2” strips on a flat, dry surface."
6387,4,"Heat the oil in a kadhai, deep-fry the sticks, a few at a time on a medium flame, till they turn light brown in colour and crisp from both sides. Drain on absorbent paper."
6387,5,Cool and store in an air-tight container.
6388,1,"Heat the olive oil in a broad non-stick pan, add the garlic and spring onion whites and sauté on a medium flame for a few seconds."
6388,2,Add the spinach and sauté on a medium flame for another 1 minute.
6388,3,"Add the rice, cheese, chilli flakes and salt, mix well and cook on a medium flame for 1 minute, while stirring occasionally."
6388,4,Divide the stuffing into 12 equal portions and keep aside.
6389,1,Combine all the ingredients in a bowl and mix well. Keep aside for at least 10 minutes.
6389,2,"Heat a non-stick tava (griddle), grease it lightly using a little oil, spread a little mixture over it and spread into a 50 mm. (2”) diameter circle."
6389,3,"Cook the chilas using a little oil, till it turns golden brown in colour from both the sides."
6389,4,Repeat with the remaining batter to make 14 more chilas.
6389,5,Serve immediately with green chutney.
6390,1,Combine the raw rice and urad dal and  enough lukewarm water in a deep bowl and keep aside to soak for 2 hours. Drain well and keep aside.
6390,2,"Blend in a mixer using approx. ½ cup of water till smooth. Transfer the mixture into a deep bowl, add the salt and mix well."
6390,3,Cover with a lid and keep aside to ferment in a warm place for 10 to 12 hours.
6390,4,"After fermention, heat the oil in a small non-stick pan, add the mustard seeds, cumin seeds, onions, green chillies, curry leaves and asafoetida and sauté on a medium flame for 1 to 2 minutes."
6390,5,Add this tempering to the batter and mix well.
6390,6,Heat an appe mould on a medium flame and grease it using a little oil.
6390,7,Pour 1 tbsp of the batter into each mould.
6390,8,"Cook,  using a little oil, till the lower surface becomes golden brown and then turn each appe upside down using a fork so as to cook them from the other side using a little oil."
6390,9,Repeat with the remaining batter to make more appes.
6390,10,Serve immediately with sambhar and coconut chutney.
6391,1,Combine the raw rice and urad dal and enough water in a deep bowl and keep aside to soak for 2 hours. Drain well and keep aside.
6391,2,Blend in a mixer using approx. ½ cup of water till smooth. Transfer the mixture into a deep bowl. Cover with a lid and keep aside to ferment in a warm place for 8 hours.
6391,3,"After the batter is fermented, heat the oil in a small non-stick pan, add the cumin seeds, mustard seeds,  curry leaves, asafoetida and green chillies and sauté on a medium flame for few seconds."
6391,4,Add the onions and peanuts and sauté on a medium flame for 2 to 3 minutes.
6391,5,Add this tempering to the batter and mix well.
6391,6,Add the salt and mix well.
6391,7,Heat the appe mould on a medium flame and grease it using ¼ tsp of oil.
6391,8,Pour 1 tbsp of the batter into each mould.
6391,9,Cook usibg 1 tsp of oil till the lower surface becomes golden brown and then turn each appe upside down using a fork so as to cook them from the other side as well.
6391,10,Repeat with the remaining batter to make more appes.
6391,11,Serve immediately with sambhar and green chutney or tomato chutney.
6392,1,Combine the flour and oil and knead into a firm dough using enough water.
6392,2,Divide into 6 equal parts and keep aside.
6393,1,"Combine the yeast, sugar and 2 tbsp of warm water in a bowl, mix well and cover it with a lid and keep aside for 10 minutes. Combine the rice flour, cornflour, yeast-sugar mixture, oil and salt in a deep bowl and mix well using enough warm water to get a thick batter consistency."
6393,2,"Put the batter in a greased rectangular aluminium tin of 175 mm. X 25 mm (7"" x 3"") tin"
6393,3,Cover it with a damp muslin cloth and keep it aside in a warm place for 45 minutes.
6393,4,Bake it in a preheated oven at 200°c (400°f) for 40 minutes.
6393,5,Serve immediately or use as required.
6394,1,"Combine all the ingredients in a bowl, mix well and knead into a stiff dough using little water."
6394,2,"Put the mixture into a chakli press and press out round whirls of the dough on aflat surface,  working closely from the centre to the outside to the whirl (approximately 50 mm. (2"") diameter). You will get approx. 30 chaklis."
6394,3,"Heat the oil in a kadhai, deep-fry the chaklis, a few at a time on a medium flame, till they turn light brown in colour and crisp from both sides. Drain on absorbent paper."
6394,4,Cool and store in an air-tight container.
6395,1,"To make the rice kheer, wash and soak the rice in enough water for half an hour, drain and keep aside."
6395,2,Rinse a deep non-stick pan with ¼ cup of water and quickly simmer it for 2-3 minutes. Discard the water and heat the milk in the same pan and bring it to a vigorous boil. This would take around 6-8 minutes.
6395,3,"Add the rice, mix well and cook on a slow flame for 35-40 minutes."
6395,4,"Meanwhile, dry roast the saffron in a saucepan on a medium flame for 30 seconds."
6395,5,Add 1 tbsp of milk and cook on a medium flame for 1 minute. Keep the saffron-milk mixture aside.
6395,6,Add the sugar and mix well and simmer on a slow flame for 3-5 minutes while stirring occasionally.
6395,7,Add the cardamom powder and simmer on a slow flame for 2 minutes while stirring occasionally.
6395,8,Add the saffron-milk mixture and the chopped dry-fruits and cook the kheer on a slow flame for 10-12 minutes.
6395,9,Switch off the flame and serve the rice kheer garnished with saffron strands.
6396,1,Wash and drain the rice.
6396,2,Combine the rice and 1½ cups of hot water in a microwave safe bowl and microwave on high for 8 minutes.
6396,3,Cover and keep aside for at least 10 minutes.
6396,4,"Mash lightly to break the rice grains, add the milk, mix well and microwave on high for 3 minutes."
6396,5,"Add the condensed milk and sugar, mix well and microwave on high for 2 more minutes."
6396,6,"Add the cornflour-water mixture, saffron-water mixture and cardamom powder, mix well and microwave on high for 3 more minutes."
6396,7,Serve warm.
6397,1,"Combine 3 cups of water, cumin seeds, green chillies, soda bi-carb and salt in a deep non-stick pan, mix well and boil on a high flame for 2 to 3 minutes."
6397,2,"Add the rice flour and mix well, while stirring continuously with a wooden spoon so that no lumps remain."
6397,3,"Cover and cook on a slow flame for another 5 to 7 minutes or till the mixture leaves the sides of the pan, stirring once in between. Keep aside."
6397,4,"Heat the oil in a small pan, add the garlic and sauté on a slow flame till it releases a good flavour."
6397,5,"Remove from the flame, add the chilli powder and mix well. Keep aside."
6397,6,Divide the khichu into 4 equal portions and serve in individual cups.
6397,7,Pour 1 tsp of oil mixture on each portion.
6397,8,Serve hot garnished with coriander.
6398,1,"Put 3 cups of hot water in a deep non-stick pan, add the soda bi-carb, crushed cumin seeds, green chillies, salt, rice flour and oil, mix well and cook on a medium flame for 1 to 2 minutes, while stirring continuously with help of a rolling pin."
6398,2,"Cover and cook on a slow flame for 5 minutes, while stirring occasionally. Keep aside."
6399,1,"Place 3 cups of water in a deep non-stick pan, add the cumin seeds, sesame seeds, carom seeds, green chillies, baking soda and salt, mix well and boil on a high flame for 2 to 3 minutes."
6399,2,"Add the rice flour and mix well, while stirring continuously with a wooden spoon so that no lumps remain. Remove in a plate and keep aside to cool."
6399,3,Divide into 4 equal portions and shape each into a round ball.
6399,4,"Place a small stand in a pressure cooker, add enough water and place a greased sieve or a small vessel over it."
6399,5,Arrange the balls evenly on the greased sieve or the vessel and pressure cook on a high flame for 4 whistles.
6399,6,"Allow the steam to escape using natural release method, (refer handy tip) before opening the lid."
6399,7,"For serving, heat the oil in a small pan, add the garlic and sauté on a slow flame till it releases flavour."
6399,8,"Remove from the flame, add the chilli powder and mix well. Keep aside."
6399,9,Pour 1½ tsp of oil mixture on each ball and serve hot garnished with coriander.
6400,1,"Combine the rice and ¾ cup of water in a pressure cooker, mix well and pressure cook for 3 whistles."
6400,2,Allow the steam to escape before opening the lid.
6400,3,Add the ghee and mix well.
6400,4,Mash it completely using a potato masher to get a smooth consistency.
6400,5,Serve lukewarm.
6401,1,"Heat the oil in a broad non-stick pan, add the spring onions whites and sauté on a medium flame for 1 minute."
6401,2,Add the ginger and chilli powder and sauté on a slow flame for 1 minute.
6401,3,"Then add the tomatoes and tomato ketchup, mix well and cook on a medium flame for 1 minute, while stirring occasionally."
6401,4,"Add the vegetables, spring onions greens, sugar, salt and ½ cup of water, mix well and cook on a medium flame for 5 minutes, while stirring occasionally. Keep aside."
6402,1,Place the noodles in a large bowl.
6402,2,"In another pan, boil about 2 liters of water with the salt and oil. When it comes to a boil, pour the water over the raw noodles. Cover and keep aside for 10 minutes or till the noodles are soft."
6402,3,Drain and use as required.
6403,1,Boil 6 cups of water in a vessel.
6403,2,"Remove from flame, add the rice noodles, cover with a lid and keep aside for 10-15 minutes."
6403,3,"To cook rice noodles, soak them in boiling hot water for 10 to 15 minutes or as the instruction on the package specify."
6403,4,Drain the water and again dip into cold water in order to arrest any further cooking.
6403,5,Drain and use as required.
6404,1,Put 3 cups of water to boil.
6404,2,Heat the oil in a wok. Add the spring onion whites and sauté for a minute.
6404,3,"Add the carrots, baby corn, ginger and green chillies and sauté on a high flame for another minute."
6404,4,"Add the mushrooms, the hot water, soya sauce, vegetable stock cube and salt and cook on a high flame for two minutes."
6404,5,Add the rice noodles and spring onion greens and cook for 2 minutes.
6404,6,Add the pepper and mix well.
6404,7,Serve immediately.
6405,1,"Combine the onions, garlic, ginger, roasted chana dal, coriander seeds, cumin seeds, red chillies and ¼ cup of water and blend in a mixer to a fine paste."
6405,2,"Heat the oil in a deep non-stick pan, add the prepared paste and sauté on a medium flame for 2 minutes."
6405,3,"Add the coconut milk, sugar and salt, mix well and cook on a medium flame for another 2 minutes, while stirring occasionally."
6405,4,Divide the sauce into 2 equal portions and keep aside.
6406,1,"Heat the oil in a broad non-stick pan, add the noodles, bean sprouts, long beans and broccoli and sauté on a medium flame for 2 minutes, while stirring occasionally."
6406,2,"Add the soya sauce and salt, mix well and cook on a medium flame for 1 minute. Keep aside."
6407,1,Put the rice in a plate and mash lightly with the help of a potato masher.
6407,2,Add all the remaining ingredients and knead into a soft dough.
6407,3,Divide the dough into 16 equal portions and shape each portion into a ball.
6407,4,"Heat the oil in a kadhai and deep fry, a few at a time on a medium flame till they turn golden brown in colour from all the sides."
6407,5,Drain on an absorbent paper. Keep aside.
6408,1,"Combine the rice flour, curds, salt and 3 cups of warm water in a bowl and mix well to make a thick batter. Cover and keep aside for 3 to 4 hours to ferment."
6408,2,"Add ¾ to 1 cup of water, asafoetida, cumin seeds, ginger-green chilli paste, garlic paste, ghee and turmeric powder and mix well."
6408,3,Apply a little oil on one side of each banana leaf and keep aside.
6408,4,Put 2 tbsp of the batter on one half of the greased side of a banana leaf and spread it evenly to make a thin layer.
6408,5,Fold the other side over the batter.
6408,6,Cook on a non-stick tava (griddle) using a little oil till light brown spots appear on the leaves and the panki in between peels off the leaf easily.
6408,7,Repeat with the remaining ingredients to make 19 more pankis.
6408,8,Serve immediately.
6409,1,"Combine the rice flour, curds, salt and 3 cups of warm water in a bowl and mix well to make a thick batter. Cover and keep aside for 3 to 4 hours to ferment."
6409,2,"Add ¾ to 1 cup of water, asafoetida, cumin seeds, ginger-green chilli paste, garlic and ghee and mix well."
6409,3,Apply a little oil on one side of each banana leaf and keep aside.
6409,4,Put 2 tbsp of the batter on one half of the greased side of a banana leaf and spread it evenly to make a thin layer.
6409,5,Fold the other side over the batter and cook on a non-stick pan or a tava using little oil till light brown spots appear on the banana leaves.
6409,6,Repeat with the remaining ingredients to make 19 more pankis. Serve immediately.
6410,1,"Combine the rice flour, curds, salt and 3 cups of warm water together in a bowl and mix well to make a thick batter. Cover and keep aside for 3 to 4 hours to ferment."
6410,2,"Add ¾ to 1 cup of water, asafoetida, cumin seeds, ginger-green chilli paste, garlic and ghee and mix well."
6410,3,Apply little oil on one side of each banana leaf and keep aside.
6410,4,Put 2 tbsp of the batter on one half of the greased side of a banana leaf and spread it evenly to make a thin layer.
6410,5,Fold the other side over the batter.
6410,6,Cook on a non-stick pan or a tava (griddle) using oil till light brown spots appear on the leaves and the panki in between peels off the leaf easily.
6410,7,Repeat with the remaining ingredients to make 19 more pankis. Serve immediately.
6411,1,Heat the ghee in a pressure cooker and add the cumin seeds.
6411,2,"When the seeds crackle, add the rice, salt and 3 cups of water, mix well and pressure cook for 5 whistles."
6411,3,Allow the steam to escape before opening the lid.
6411,4,Whisk the mixture well and cook on a slow flame for 5 to 7 minutes or till a thick consistency is obtained.
6411,5,Serve immediately.
6412,1,"Combine the rice flour, semolina, curds, black pepper, salt and approx. 3¼ cups of water in a deep bowl, mix well using a whisk. Keep aside."
6412,2,"For the tempering, heat the ghee in a small non-stick pan, add the cumin seeds, curry leaves, green chillies, asafoetida, onions, cashewnuts and coconut and sauté on a medium flame for 5 minutes, while stirring occasionally."
6412,3,Add this tempering over the rice-semolina mixture and mix well.
6412,4,Heat a non-stick tava (griddle) and grease it lightly with oil and sprinkle little water on it and wipe it off gently using a muslin cloth.
6412,5,"Pour ½ cup batter evenly on the tava (griddle), smear 1 tsp of oil on the dosa and cook it on a medium flame till it turns golden brown in colour."
6412,6,Fold over to make a semi-circle or a roll.
6412,7,Repeat with the remaining batter to make 9 more rice rava dosas.
6412,8,Serve immediately with sambhar and coconut chutney.
6413,1,Peel the potatoes and cut each potato vertically into 2 halves.
6413,2,"Scoop the centre of each potato halve a little, using a spoon so that a light depression is formed in the centre for the stuffing. Make sure to keep the scooped potato mixture aside to be used in the stuffing."
6414,1,"Heat the butter in a pan, add the onions and sauté till they turn translucent. "
6414,2,Add the garlic and celery and sauté for a few more seconds. 
6414,3,Add all the vegetables and salt and mix well. 
6414,4,"When the vegetables have softened a little, add the rice, cream, milk and ½ cup of water and mix well."
6414,5,"Bring to boil and simmer for a few minutes, adding more water if required. "
6414,6,"Add the pepper, mix well and serve hot.  "
6415,1,"Boil 2½ cups of water in a deep non-stick pan, add the rice and mix well. Cover it with a lid and cook on a medium flame for 10 minutes, while stirring occasionally."
6415,2,Strain it using a strainer and retain the rice water.
6415,3,Serve lukewarm.
6416,1,"Heat the ghee in a deep non-stick pan, add the prepared paste, mix well and cook on a medium flame for 2 minutes, while stirring continuously."
6416,2,"Add all the vegetables, coriander-cumin seeds powder, chilli powder, turmeric powder and salt, mix well and cook on a medium flame for 2 minutes, while stirring occasionally."
6416,3,"Add the rice and lemon juice, mix gently and cook on a medium flame for 2 minutes, while stirring occasionally."
6416,4,Serve hot.
6417,1,"Combine the cornflour and  1 tbsp of water in a small bowl, mix well and keep aside."
6417,2,"Combine all the remaining  ingredients in a broad non-stick pan, add the prepared cornflour- water mixture, mix well and cook on  a medium flame for 2 to 3 minutes, while stirring occasionally. Keep aside."
6418,1,"Boil 6 cups of water in a deep pan, add the soaked and drained rice, salt and oil, mix well and cook on a medium flame for 8 to 10 minutes or till the rice is 95% cooked."
6418,2,"Drain, transfer to a plate and allow it to cool for 2 to 3 hours."
6418,3,Use as required.
6419,1,"Sieve the plain flour, baking powder and cocoa powder in a deep bowl and keep aside."
6419,2,"Cream the butter and sugar in a bowl, mix well using a spatula till smooth. Keep aside."
6419,3,"Add the eggs, one at a time and mix gently with help of a spatula."
6419,4,"Finally, add the plain flour- cocoa powder mixture, vanilla essence and milk and fold gently using a spatula."
6419,5,"Grease and dust a175 mm. (7"") diameter cake tin and transfer the batter into it."
6419,6,Bake in a pre-heated oven at 200°c (400°f) for 30 minutes.
6419,7,Keep aside to cool slightly. Demould and use as required.
6420,1,"Cream the margarine, sugar and salt."
6420,2,Add the oats and mix well.
6420,3,"Grease a shallow 175 mm. ( 7"") square tin."
6420,4,Press the mixture evenly into the prepared tin.
6420,5,Bake in a hot oven at 400°f for 15 to 20 minutes.
6420,6,Cool slightly in the tin.
6420,7,Mark into 12 fingers with a sharp knife.
6420,8,"Loosen round the edges. When firm, break into pieces."
6421,1,Combine the butter and sugar in a deep bowl and cream it gently using a spatula.
6421,2,Add the vanilla essence and plain flour and knead into a soft dough without using any water. Refrigerate the dough for 30 minutes.
6421,3,Divide the dough into 2 equal portions.
6421,4,Roll a portion of the dough into a 200 mm. (8”) diameter circle using a little plain flour for rolling.
6421,5,Cut into 8 small rounds of approx. 37 mm. (1½”) in diameter with the help of a round cookie cutter.
6421,6,Scrape off the dough remaining after cutting the cookie rounds and continue making more cookies.
6421,7,Arrange the cookies on a greased baking tray and bake in a pre-heated oven at 200°c (400°f) for 15 minutes.
6421,8,"Cool completely, store in an air tight container or pack in a tiffin box."
6422,1,"Combine all the ingredients in a deep bowl, mix well using a whisk till smooth."
6422,2,Pour the mixture into a shallow aluminium container. Cover with an aluminium foil and freeze for 8 hours or till semi-set.
6422,3,Pour the mixture into a mixer and blend till smooth.
6422,4,Transfer the mixture back into the same aluminium shallow container. Cover with an aluminium foil and freeze for approx. 10 hours or till set.
6422,5,Scoop and serve.
6423,1,Sieve the plain flour and baking powder in a deep bowl and keep aside.
6423,2,Cream the butter in a bowl with an electric beater for 1 minute.
6423,3,Add the sugar and cream it with an electric beater for 2 to 3 minutes till it is light and fluffy.
6423,4,"Add one egg, 1 tbsp of the sifted flour mixture and beat with an electric beater till the egg is just mixed. Make sure to not over beat the egg."
6423,5,Repeat step 4 two more times.
6423,6,"Add the remaining flour, vanilla essence and milk and fold gently using a spatula till well mixed."
6423,7,Beat with an electric beater for 30 seconds to mix uniformly.
6423,8,"Line and grease a 175 mm. (7"") diameter cake tin and pour the batter into it."
6423,9,Bake in a pre-heated oven at 180ºc (360ºf) for 50 minutes.
6423,10,"Keep aside to cool slightly, demould and use as required."
6424,1,Place the french bread slices on a greased baking tray and apply a little coconut oil on each bread slice.
6424,2,"Bake in pre-heated oven at 200°c(400°f) for 15 minutes, or till they turn light brown. Cool completely."
6424,3,"Place the toasted bread slices on a clean, dry surface and put a little of the ricotta cheese and spread it evenly."
6424,4,Put a little basil-honey mixture on the ricotta cheese layer and spread it evenly.
6424,5,Serve immediately.
6425,1,Place the French bread slices on a greased baking tray and apply a little olive oil on each bread slice.
6425,2,"Bake in pre-heated oven at 200°c(400°f) for 15 minutes, or till they turn light brown. Cool completely."
6425,3,"Combine the cherry tomato halves, olive oil, mixed herbs, chilli flakes and salt in a deep bowl and mix well."
6425,4,"Place the toasted bread slices on a clean, dry surface and put a little of the ricotta cheese and spread it evenly."
6425,5,Put some cherry tomato mixture over each ricotta cheese layer and finally sprinkle a little sea salt evenly over it.
6425,6,Serve immediately.
6426,1,Place the french bread slices on a greased baking tray and apply a little coconut oil on each bread slice.
6426,2,"Bake in pre-heated oven at 200°c(400°f) for 15 minutes, or till they turn light brown. Cool completely."
6426,3,"Heat the oil in a broad non-stick pan, add the spinach and sauté on a medium flame for 30 seconds."
6426,4,"Switch off the flame, add the sesame seeds and salt and mix well. Keep aside."
6426,5,"Place the toasted bread slices on a clean, dry surface and put a little of the ricotta cheese spread evenly over them."
6426,6,Put little of the spinach mixture evenly over each ricotta cheese spread layer and finally drizzle a little honey over it.
6426,7,Serve immediately.
6427,1,"Heat the olive oil in a broad non-stick pan, add the garlic and sauté on a medium flame for 2 minutes."
6427,2,"Switch off the flame, add the spinach, sea salt and pepper powder, mix well and keep aside."
6427,3,Divide the mixture into 2 equal portions. Keep aside.
6427,4,"Place a pizza base on a clean, dry surface and apply ¼ tsp of olive oil all over it."
6427,5,Sprinkle ¼ cup of processed cheese and ¼ cup of mozzarella cheese evenly over it.
6427,6,Put a portion of the prepared spinach-garlic mixture evenly over it.
6427,7,"Finally, sprinkle 1 tbsp of ricotta cheese and ½ tsp of chilli flakes evenly over it."
6427,8,Repeat steps 4 to 7 to make 1 more pizza.
6427,9,Bake them in a pre-heated oven at 200°c (400°f ) for 15 minutes or till the pizza turns crispy and the cheese melts.
6427,10,Cut each pizza into 4 equal slices and serve immediately.
6428,1,Heat the oil in a deep non-stick pan and add cumin seeds.
6428,2,"When the seeds crackle, add the onions and tomatoes and sauté on a medium flame for 3 minutes."
6428,3,"Add the chilli powder, turmeric powder, coriander powder, garam masala, garlic paste, salt and 2 tbsp water, mix well and sauté on  a medium flame for 2 minutes."
6428,4,"Add the ridge gourd, mix well and cook on a medium flame for 2 minutes, while stirring occasionally."
6428,5,"Add  ½ cup of water and mix well. Cover it with a lid and cook on a medium flame for 5 minutes, while stirring occasionally."
6428,6,"Add the chawli leaves, mix well and cook on a medium flame for 4 to 5 minutes, while stirring occasionally."
6428,7,Serve hot.
6429,1,"Combine the ridge gourd, dill leaves and ½ cup water in a deep non-stick pan, mix well and cover and cook on a medium flame for 5 to 7 minutes. Keep aside to cool."
6429,2,Blend in a mixer till smooth and transfer it back to the same pan.
6429,3,"Add the milk and salt and cook on a medium flame for 3 to 4 minutes, while stirring occasionally."
6429,4,Garnish with fresh cream and serve immediately with bread toasts.
6430,1,"Heat 2 tsp of oil in a non-stick kadhai, add the ridge gourd peels and sauté on a medium flame for 2 minutes. Remove and keep aside."
6430,2,"For the tempering, heat the remaining 1 tsp of oil in the same kadhai and add the mustard seeds."
6430,3,"When the seeds crackle, add the chana dal, urad dal, asafoetida and red chillies and sauté on a medium flame for 2 minutes, while stirring continuously."
6430,4,Pour the tempering over the sautéed ridge gourd peels and mix well.
6430,5,"Add the coriander, tamarind, coconut, salt and ¼ cup of water and blend in a mixer to a smooth paste. Store in an air-tight container and use as required."
6431,1,Heat the oil in a broad non-stick pan and add the mustard seeds.
6431,2,"When the seeds crackle, add the dry red chillies, green chillies, curry leaves and asafoetida and sauté on a medium flame for 30 seconds."
6431,3,Add the onions and sauté on a medium flame for 1 minute.
6431,4,"Add the turai, salt and ¼ cup of water, mix well and cover and cook on a medium flame for 6  to 7 minutes, while stirring occasionally."
6431,5,"Add the coconut and turmeric powder, mix well and cook on a medium flame for 1 minute."
6431,6,Serve immediately.
6432,1,Soak the poppy seeds in 2 tbsp of water in a small bowl and keep aside for 10 minutes. Do not drain the water.
